imdb_title_id,genres
tt0116040,Adventure
tt0116040,Drama
tt0116040,Thriller
tt0116905,Drama
tt0116905,Mystery
tt0116905,Western
tt0116493,Children
tt0116493,Comedy
tt0117333,Drama
tt0117333,Romance
tt0118113,Comedy
tt0118113,Drama
tt0118113,Romance
tt0117628,Comedy
tt0117628,Romance
tt0115530,Crime
tt0115530,Drama
tt0115493,Adventure
tt0115493,Children
tt0116320,Action
tt0116320,Adventure
tt0116756,Children
tt0116756,Comedy
tt0116756,Fantasy
tt0116823,Comedy
tt0110246,Drama
tt0110246,Mystery
tt0116707,Comedy
tt0116707,Fantasy
tt0116707,Musical
tt0117438,Crime
tt0117438,Thriller
tt0116531,Comedy
tt0116353,Drama
tt0115857,Action
tt0115857,Adventure
tt0115857,Thriller
tt0117008,Children
tt0117008,Comedy
tt0117008,Fantasy
tt0116191,Comedy
tt0116191,Drama
tt0116191,Romance
tt0116191,Romance
tt0116571,Children
tt0116571,Comedy
tt0116225,Action
tt0116225,Adventure
tt0116225,Sci-Fi
tt0116225,Thriller
tt0115632,Drama
tt0117918,Comedy
tt0117918,Drama
tt0117918,Romance
tt0115736,Crime
tt0115736,Drama
tt0115736,Romance
tt0115736,Thriller
tt0115836,Comedy
tt0115836,Crime
tt0116745,Crime
tt0116745,Drama
tt0116745,Musical
tt0116745,Thriller
tt0119214,Comedy
tt0116311,Children
tt0116311,Comedy
tt0115725,Children
tt0115725,Drama
tt0115725,Fantasy
tt0115783,Action
tt0115783,Comedy
tt0115783,Crime
tt0117093,Drama
tt0035896,Adventure
tt0035896,Drama
tt0035896,Romance
tt0035896,War
tt0045152,Comedy
tt0045152,Musical
tt0045152,Romance
tt0050419,Comedy
tt0050419,Musical
tt0054698,Drama
tt0054698,Romance
tt0052357,Drama
tt0052357,Mystery
tt0052357,Romance
tt0052357,Thriller
tt0047396,Mystery
tt0047396,Thriller
tt0025316,Comedy
tt0025316,Romance
tt0036855,Drama
tt0036855,Thriller
tt0053125,Action
tt0053125,Adventure
tt0053125,Mystery
tt0053125,Romance
tt0053125,Thriller
tt0053291,Comedy
tt0053291,Crime
tt0056923,Comedy
tt0056923,Crime
tt0056923,Mystery
tt0056923,Romance
tt0056923,Thriller
tt0034583,Drama
tt0034583,Romance
tt0058385,Comedy
tt0058385,Drama
tt0058385,Musical
tt0058385,Romance
tt0047437,Comedy
tt0047437,Romance
tt0046250,Comedy
tt0046250,Drama
tt0046250,Romance
tt0037059,Musical
tt0031381,Drama
tt0031381,Romance
tt0031381,War
tt0084370,Comedy
tt0033467,Drama
tt0033467,Mystery
tt0062622,Adventure
tt0062622,Drama
tt0062622,Sci-Fi
tt0042192,Drama
tt0032976,Drama
tt0032976,Mystery
tt0032976,Romance
tt0032976,Thriller
tt0032484,Drama
tt0032484,Film-Noir
tt0032484,Mystery
tt0032484,Thriller
tt0038787,Film-Noir
tt0038787,Romance
tt0038787,Thriller
tt0038109,Mystery
tt0038109,Romance
tt0038109,Thriller
tt0048728,Crime
tt0048728,Mystery
tt0048728,Romance
tt0048728,Thriller
tt0042451,Comedy
tt0031725,Comedy
tt0031725,Romance
tt0050658,Comedy
tt0050658,Romance
tt0051658,Musical
tt0037008,Crime
tt0037008,Film-Noir
tt0037008,Mystery
tt0029162,Drama
tt0027125,Comedy
tt0027125,Musical
tt0027125,Romance
tt0035446,Comedy
tt0035446,Drama
tt0035446,War
tt0028010,Comedy
tt0028010,Romance
tt0049261,Drama
tt0049261,Romance
tt0049261,Western
tt0048028,Drama
tt0032599,Comedy
tt0032599,Romance
tt0048960,Adventure
tt0048960,Comedy
tt0038650,Children
tt0038650,Drama
tt0038650,Fantasy
tt0038650,Romance
tt0031679,Drama
tt0029947,Comedy
tt0029947,Romance
tt0034012,Drama
tt0034012,Romance
tt0025586,Drama
tt0027893,Drama
tt0063350,Horror
tt0063350,Sci-Fi
tt0063350,Thriller
tt0046414,Adventure
tt0046414,Comedy
tt0046414,Crime
tt0046414,Drama
tt0046414,Romance
tt0051459,Drama
tt0033891,Comedy
tt0033891,Drama
tt0114007,Drama
tt0114007,War
tt0118927,Drama
tt0048491,Drama
tt0116329,Adventure
tt0116329,Children
tt0116442,Comedy
tt0116442,Drama
tt0117011,Action
tt0117011,Adventure
tt0117011,Thriller
tt0117039,Drama
tt0116635,Drama
tt0115678,Comedy
tt0115678,Drama
tt0116830,Action
tt0116830,Crime
tt0116830,Drama
tt0116830,Thriller
tt0117603,Action
tt0117603,Crime
tt0115438,Crime
tt0115438,Film-Noir
tt0116259,Drama
tt0116259,Thriller
tt0116000,Children
tt0116000,Comedy
tt0072951,Adventure
tt0072951,Children
tt0072951,Fantasy
tt0050798,Children
tt0050798,Drama
tt0054195,Children
tt0054195,Comedy
tt0054195,Drama
tt0107131,Adventure
tt0107131,Children
tt0107131,Drama
tt0054357,Adventure
tt0054357,Children
tt0059793,Children
tt0059793,Comedy
tt0059793,Mystery
tt0046672,Adventure
tt0046672,Drama
tt0046672,Sci-Fi
tt0106611,Comedy
tt0109127,Children
tt0109127,Comedy
tt0042332,Animation
tt0042332,Children
tt0042332,Fantasy
tt0042332,Musical
tt0042332,Romance
tt0102798,Adventure
tt0102798,Drama
tt0058331,Children
tt0058331,Comedy
tt0058331,Fantasy
tt0058331,Musical
tt0033563,Animation
tt0033563,Children
tt0033563,Drama
tt0033563,Musical
tt0076538,Adventure
tt0076538,Animation
tt0076538,Children
tt0076538,Musical
tt0066817,Adventure
tt0066817,Children
tt0066817,Musical
tt0043274,Adventure
tt0043274,Animation
tt0043274,Children
tt0043274,Fantasy
tt0043274,Musical
tt0116361,Comedy
tt0116361,Crime
tt0116361,Drama
tt0116361,Thriller
tt0095016,Action
tt0095016,Crime
tt0095016,Thriller
tt0117589,Drama
tt0117887,Comedy
tt0117887,Drama
tt0117924,Drama
tt0117924,Romance
tt0115640,Drama
tt0115640,Romance
tt0117958,Drama
tt0117202,Crime
tt0117202,Drama
tt0117202,Romance
tt0116404,Drama
tt0120107,Thriller
tt0116722,Drama
tt0116242,Comedy
tt0116242,Musical
tt0116242,Romance
tt0117802,Comedy
tt0117802,Drama
tt0117665,Thriller
tt0029546,Comedy
tt0029546,Musical
tt0029546,Romance
tt0067992,Children
tt0067992,Comedy
tt0067992,Fantasy
tt0067992,Musical
tt0070707,Comedy
tt0070707,Sci-Fi
tt0066808,Comedy
tt0066808,War
tt0061418,Crime
tt0061418,Drama
tt0046912,Crime
tt0046912,Mystery
tt0046912,Thriller
tt0092890,Drama
tt0092890,Musical
tt0092890,Romance
tt0105236,Crime
tt0105236,Mystery
tt0105236,Thriller
tt0091763,Drama
tt0091763,War
tt0098627,Comedy
tt0103772,Crime
tt0103772,Mystery
tt0103772,Thriller
tt0104348,Drama
tt0084707,Drama
tt0083866,Children
tt0083866,Drama
tt0083866,Sci-Fi
tt0099371,Action
tt0099371,Drama
tt0099371,Romance
tt0092099,Action
tt0092099,Romance
tt0048545,Drama
tt0112907,Drama
tt0116422,Drama
tt0082846,Drama
tt0101775,Comedy
tt0101775,Fantasy
tt0082340,Action
tt0082340,Adventure
tt0082340,Sci-Fi
tt0082340,Thriller
tt0091288,Drama
tt0091288,Mystery
tt0081375,Comedy
tt0071853,Adventure
tt0071853,Comedy
tt0071853,Fantasy
tt0116587,Romance
tt0116212,Drama
tt0110521,Drama
tt0116059,Comedy
tt0112483,Action
tt0103850,Comedy
tt0101700,Comedy
tt0101700,Drama
tt0101700,Romance
tt0050825,Drama
tt0050825,War
tt0102014,Comedy
tt0102426,Comedy
tt0102426,Drama
tt0098724,Drama
tt0105107,Drama
tt0105488,Comedy
tt0105488,Romance
tt0073486,Drama
tt0080684,Action
tt0080684,Adventure
tt0080684,Sci-Fi
tt0088846,Fantasy
tt0088846,Sci-Fi
tt0090605,Action
tt0090605,Adventure
tt0090605,Horror
tt0090605,Sci-Fi
tt0094336,Comedy
tt0050083,Drama
tt0056172,Adventure
tt0056172,Drama
tt0056172,War
tt0056592,Drama
tt0078788,Action
tt0078788,Drama
tt0078788,War
tt0086190,Action
tt0086190,Adventure
tt0086190,Sci-Fi
tt0099685,Crime
tt0099685,Drama
tt0078748,Horror
tt0078748,Sci-Fi
tt0089881,Drama
tt0089881,War
tt0054215,Crime
tt0054215,Horror
tt0093058,Drama
tt0093058,War
tt0097499,Action
tt0097499,Drama
tt0097499,Romance
tt0097499,War
tt0086879,Drama
tt0087843,Crime
tt0087843,Drama
tt0081398,Drama
tt0075686,Comedy
tt0075686,Romance
tt0079944,Drama
tt0079944,Mystery
tt0079944,Sci-Fi
tt0067185,Comedy
tt0067185,Drama
tt0067185,Romance
tt0103130,Comedy
tt0103130,Drama
tt0103130,Romance
tt0085859,Comedy
tt0097441,Drama
tt0097441,War
tt0079522,Comedy
tt0079522,Drama
tt0079522,Romance
tt0100150,Crime
tt0100150,Drama
tt0100150,Film-Noir
tt0100150,Thriller
tt0097165,Drama
tt0052311,Crime
tt0052311,Film-Noir
tt0052311,Thriller
tt0071315,Crime
tt0071315,Film-Noir
tt0071315,Mystery
tt0071315,Thriller
tt0092610,Comedy
tt0092610,Horror
tt0092610,Sci-Fi
tt0023969,Comedy
